Name,Cellphone Number,Company Email,Site,Youtube Link,Territory Covered,Lines of Business,Manufacturers Represented,Address Line 1,Address Line 2,Locality,Administrative Area,Postal Code,Country,Contact name,Description,Industries Served,Type of Equipment,Sales After Service,Fax,Primary Email Contact,Primary Number Contact
Nbp Benelux B.V.,+31 (183 ) 500-395,info@nbp.nl,https://companyinfo.nl/organisatieprofiel/groothandel-in-overige-machines-appar…,,Netherlands,Packaging Equipment,"Iqc Ag, Glatt, Frings, Norden, Waldner Process Systems",Hedgehog pad 14 a,,Sleeuwijk,,4254 XR,Netherlands,"Fritz Elferink, Owner","Nbp Benelux Bv Is The Sales And Service Organization For Various Process Solutions In The Benelux. Products / Services Includes: Production And Process Equipment For The Production Of Raw Materials And Finished Products In Powder And Granular Form, Mainly Based On Fluid - And High-shear Mixing Technology Under Other (spray) Granulators, Dryers, (high Shear) Mixers, Product Handling Equipment, And The Associated Necessary Equipment.",Processing Machinery & Related Supplies/service,"Production And Process Equipment For The Production Of Raw Materials And Finished Products In Powder And Granular Form, Mainly Based On Fluid - And High-shear Mixing Technology Under Other (spray) Granulators, Dryers, (high Shear) Mixers, Product Handling Equipment, And The Associated Necessary Equipment.",Yes,,elferink@nbp.nl,
Nederlands Speciaal Drukkerijen B.V.,+31 (10 )20 40-354,info@nsdinternational.com,http://www.nsdinternational-labels.com,,Netherlands,Packaging Equipment,"On-Pack, LabeLord, Etipost",Strickledeweg 52-54,,Rotterdam,,3044 EK,Netherlands,Marcel Brenters,"We have a suitable solution for every need; printed or unprinted, simple or complex. Our products are suitable for special circumstances in, for example, chemistry, pharmacy or industry. NSD International is a reliable partner; large in size and diversity, but with attention to detail and our customers' needs.",Packaging Machinery & Related Supplies/service,Labelling And Coding Technologies.,Yes,,marcel.brenters@nsdinternational.com,+31 (651) 137-816
"Nedpak Packaging, S.R.O.",+420 (251) 550-692,info@nedpak.cz,http://www.nedpak.cz,https://www.youtube.com/user/Nedpakpackaging,BelgiumCzechiaFranceGermanyItalyNetherlandsPolandPortugalRussiaSlovakiaSpain,Packaging Equipment,"Automated Packaging Systems, AVC Sealing Solutions, C-One, Herma GmbH, Intropack Machinery , Kraus, Wavewrap.",May's victory 2/85,,Praha,,149 00,Czechia,"Milan Nohac, Owner","Nedpak Packaging s.r.o. has many years of experience indistributing and selling packaging technologies and packaging materials on the European market, mainly in the Netherlands. Our motto is to be a professional, quality and reliable partner of our clients. Nedpak Packaging s.r.o. provides comprehensive supplies and subsequent service of automatic, semi-automatic and manual, saping impulse machines and machines packing heat shrinkable foils for individual and group packages. Weighing, precision feeding and labelling are other categories of packaging machines that we offer.",Food industry and others,"Packaging, filling and wrapping machines",Yes,,info@nedpak.cz,+420 (251) 550-692
Nelson Agentur Ab,+46 (0)4 018-7411,info@nelsonagentur.se,http://www.nelsonagentur.se,,Sweden,Packaging Equipment,Better Pack,BotildenborgsvÄgen 26,,MalmÖ,,213 62,Sweden,"Johan Bengtsson, VD","Nelson AB is a well-established supplier of Display, Promotion, Packaging Matrial and Ledbelysnin company was founded in 1969. We supply many well-known brands in Sweden Europe as well as the rest of the world.. Thanks to a strong presence in China, Nelson is at the forefront of our industry when it comes to development. Working with Nelson is working with a partner who knows everything about the industry, both on the Chinese and European side. Our philosophy in the best way: to build our business on new ideas and by creating long-term relationships with our customers and suppliers. Nelson has his office in Malmö, but also a co-working office in Shanghai.",,"Gummed Paper Tape, Dispensers For Gummed Tape, Labeling Dispensers",Yes,+46 (4) 018-4211,johan@nelsonagentur.se,+46 (7) 0757-2583
Nemco Ab,+46 (0)40 219-551,nemco@nemco.se,http://www.nemco.se,,Sweden,Packaging Equipment,"VEMAG, SEALPAC, pfm, Alco, Bettcher Industries, Borncut, Consol, DJM, Graselli HennekenTumbler, Holac, Leonhardt, Miveg, Ravenwood, scansteel Foddtech, Singer & Sohn,",Box 62003,,MalmÖ,,200 62,Sweden,"Anna Westling, Sales Coordinator","Nemco Was Founded In 1966 And Is The Exclusive Nordic Supplier Of Food Processing Equipment From Leading International Manufacturers. Our Expertise And Experience Covers All Stages Of Food Production Across A Broad Spectrum Of Industries; Meat, Fish, Fruit And Vegetables And Non-food And Medical Packaging.",Processing Machinery & Related Supplies/service,"Nemco Was Founded In 1966 And Is The Exclusive Nordic Supplier Of Food Processing Equipment From Leading International Manufacturers. Our Expertise And Experience Covers All Stages Of Food Production Across A Broad Spectrum Of Industries; Meat, Fish, Fruit And Vegetables And Non-food And Medical Packaging.",Yes,,awe@nemco.se,
New Code Partnership Ltd,+44 (0) 1942-228-882,info@wearenewcode.com,https://www.wearenewcode.com,https://www.youtube.com/channel/UC2ciT4SnIqCmN4JQEe2QgkQ,United Kingdom,Packaging Equipment,"Anser, Hitachi","New Code, Unit 6 Croftwood Square","Martland Park,",Wigan,,WN5 0LG,United Kingdom,"Martin Dev, Managing Director","New Code Is Your Complete Solution For Your Industrial Coding And Marking Needs And Is Proud To Be Recognised As An Emerging Leader In The Industrial Inkjet Printing Industry. We Specialise In The Supply Of High Quality Industrial Inkjet Printers, Inks, Make-up Fluids, Solvents, Cleaning Solutions, And Labelling Systems Designed For Marking And Coding Products In The Manufacturing And Packaging Industry.",Packaging Machinery & Related Supplies/service,"Industrial Inkjet Printers, Inks, Make-up Fluids, Solvents, Cleaning Solutions, And Labelling Systems Designed For Marking And Coding Products.",Yes,,info@wearenewcode.com,
Niederwieser Srl,+39 (04) 7125-5950,info@niederwisergroup.com,http://www.niederwieser.it,,Italy,Packaging Equipment,"Weber, Lima, Tipper Tie, Tavil",Via Vurza 12,,Giacomo de Laives,BZ,39055,Italy,"Mateo Possesi, Global Sales & Marketng","Together we cover the entire process: from grain to flexible film, from film to neutral or printed envelope.We have combined Italian creativity with German technology covering the entire production chain together.",Packaging Machinery & Related Supplies/service,Food Processing And Packaging Machinery. Specialize In Meat Processing And Packaging. Vacuum Pouches And Barrier Films.,Yes,,,
Nilsson Industriservice Ab,+46 (0)33 251-097,info@nilssonsindustriservice.se,http://www.nilssonsindustriservice.se,,,Packaging Equipment,"Zalkin, Serac, Prasmatic, Euro Star, CDa, Robino & Galandrino, Robopac, Enercon, Paker, Ansa",Grimskulla 17,KInnarumma,Västra Götaland,,515 92,Sweden,"Fredrik Nilsson, VD","We Sell New Machines In The Areas Of Filling, Sealing, Packaging, Labeling And Transport. Nilsson Industriservice Caters To Both Small And Large Businesses",Packaging Machinery & Related Supplies/service,"We Sell New Machines In The Areas Of Filling, Sealing, Packaging, Labeling And Transport. Nilsson Industriservice Caters To Both Small And Large Businesses.",Yes,,fredrik.nilsson@nilssonsindustriservice.se,
Nimax,+39 ((051)419-9111,nimax@nimax.it,http://www.nimax.it,https://www.youtube.com/user/NimaxWebTV?app=desktop,Italy,Packaging Equipment,"Domino Printing, Loma Systems, Nemesis, Trojan Label, Zebra, CV Valentin, Dataloogic, Reiner, Nice Label",Via Dell'arcoveggio 59/2,,Bologna,BO,40129,Italy,"Nicola Montanari, Co-Owner, President & CEO","We don't just provide marking or inspection systems, but we want to ensure a very high standard of quality that is constant over time. From industrial markers to metal detectors for the food industry, from labeling to quality control, from food packaging to coding and marking on pharmaceuticals, nimax has been able to offer you the best solutions on the market for over 40 years. For this reason we carry out specific tests on the products, based on the characteristics of the production process used and other parameters typical of its life cycle, such as environment, temperature, chemicals, duration...The laboratory technicians also carry out tests at the request of the client",Packaging Machinery & Related Supplies/service,"Identification, Personalization And Tracking Systems For Marking And Coding Technologies With Laser, Inkjet High And Low Resolution, Print And Apply Labels, Thermal Transfer, Drop-on-demand, High-resolution Thermal Inkjet",Yes,+39 ((051)419-9122,,
Nodema B.V.,+31 (294 ) 411-985,info@nodema.nl,http://www.nodema.nl,,Netherlands,Packaging Equipment,"BVM, Smipack, Kraus, Herma Labelling, Bollore Shrink Wrap, KWK PE Foil",Hogeweyselaan 77,,Weesp,,1382 AK,Netherlands,Norbert Masereeuw,"Since 1987, The Year In Which Nodema Bv Was Founded Nodema Specializes In Sales, Service And Maintenance Of Packaging Applications, With Extensive Specialization In Foil Packaging, Labeling Systems And Feeders.","Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service","Foil Packaging, Labeling Systems And Feeders",Yes,,info@nodema.nl,
Nordex Flexibles,+31 (23)547-1206,info@nordex-flexibles.nl,http://www.nordex-flexibles.nl,,Netherlands,Packaging Equipment,"Korozo Ambalaj, Multivac",Herenweg 133a,,Heemstede,,2105 MG,Netherlands,Marco Brink,"We have one of the largest production facilities in Europe full-time.If you are interested in the possibilities that Nordex Flexibles has to offer, please contact us ,,",Packaging Machinery & Related Supplies/service,Supplier Of Flexible Packaging Materials.,Yes,,m.brink@nordex-flexibles.nl,
Nordic Market Data AB/ Former Gotapack International Ab,+46 (0)31 701-09,info@nordicmarketdata.se,http://www.nordicnet.net/companies/Gotapack-International-AB/217222/,,Sweden,Packaging Equipment,"Actly, Amesto, Creditsafe, EGBS, Eniro, Inkop 24, Monster, Newsdesk, Supper Office, Utbildning.se",Frosunda 3,SE-169 75 Solna,Solna,,421 32,Sweden,"Robert Carlund, Sales Manager","Since i 1997, Gotapack has been active in the consultation and sale of process and packaging machines to the pharmaceutical and cosmetics industry. With our experienced and knowledgeable staff, we offer you a ""know how"" and a security from the idea stage to the completed approved installation. We are there for you even when the machines are in operation with service and after sales agreements.","Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service","Gotapack Is A Family Owned, Quite Young (started In 1997) But Very Well Established Agent Company Covering Scandinavia With The Office Situated In The Centre Of Gothenburg. We Are Fully Focused On Sales Of Processing- And Packaging Equipment For The Pharmaceutical And Cosmetic Industry. Due To The Complexity Of Our Projects And The Multitude Of Technical And Commercial Details That Needs To Be Settled In Each Project, We Are Used To Long Sales Processes And Close Contact With Several Decisionmakers In All Company Levels.",Yes,+46 (0)31 703 43 73,r.carlund@gotapack.se,
,,,,,,,,,,,,,,,,,,,,,
North Compass,+966 (1) 2673-6610,nc@nc-cont.com,http://www.nc-cont.com,,BahrainMoroccoSaudi Arabia,Packaging EquipmentSystems IntegratorProcessing EquipmentAutomation Equipment & Components,"Siemens, Greenovative, Italmec, Industrial Automation Labs, Arms,",Alrehab District,Jeddah,Western,,23343,Saudi Arabia,"Fahd Mutadares, CHIEF OF OPERATIONS","It was founded in 2011 by utilizing more than a decade of working experience in setting operations, projects and maintenance with best in class standards and practices.Engineering services provider and maintenance solutions",,,Yes,,nc@nc-cont.com,+966 (5) 0463-4174
Noviy Vek,+380 (44) 569-5548,info@nhmpack.com,http://www.nhmpack.com,,Ukraine,Packaging Equipment,Pakona Engineers (i) P Ltd,"4, R.okipnoy Street, Suite #43, 44",,Kiev,Kyiv city,02002,Ukraine,"Navin Navani, Director",Our Company Manufacturers And Sells Packaging And Processing Machines For The Food And Pharmaceutical Industry.,,"Packaging Machinery & Equipment For Primary Packaging (i.e. Filling, Sealing, Etc.)",Yes,,navani@nhmpack.com,
,,,,,,,,,,,,,,,,,,,,,
NPAC International,+65 6569-6322,sales@npac.com.sg,http://www.npac.com.sg,,Singapore,Packaging EquipmentPackaging MaterialsProcessing Equipment,Toyo Jidoki,"2 Bukit Batok Street 24, #06-10, Skytech",,,,659480,Singapore,"Ernest Chan, Managing Director","NPAC International Pte Ltd was established in August 1991, and we are a One Stop Solution Provider specializing in the areas of Food processing, Food Engineering and Food Packaging Materials.",,,Yes,+65 6569-7922,ernestchan@npac.com.sg,
Ntc International B.V.,+31 (0)76 737-0072,info@ntc-international.nl,http://www.ntc-international.nl,,Netherlands,Packaging EquipmentProcessing Equipment,"Aasted, Max, ACM Carcano, Esbe Plastics, Esteve, Hansel Processing, Proys, Rasch, Teegarten Pac Tec, Woody",Vosdonk 39R,,Etten Leur,,4879 NC,Netherlands,"Jordi Remie, Owner","As An Agent Of Renowned European Manufacturers, We Look With Broad Knowledge Of Business And The Market Together With You To Find A Suitable Solution For Your Business Or Project. Ntc International Provides Top Class Machinery, Equipment And Materials Specifically For: Confectionary, Baking, Biscuit, And Animal Feed Industry.","Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service","Equipment And Materials Specifically For: Confectionary, Baking, Biscuit, And Animal Feed Industry.",Yes,,info@ntc-international.nl,
NTS COMMERCE 2005,+40 (21) 313-0635,office@adezivi-industriali.ro,https://adezivi-industriali.ro/,https://www.youtube.com/channel/UCwV7GumcG4pywcYuC-OLB1g,Romania,,"Leunberger, Planatol, Menichetti, Reka Klebetechnik, Sumbel","Bd. Regiei, nr.2",Sector 6,Bucuresti,,060226,Romania,,NTS Commerce is a company specialized in providing integrated solutions for book binders and for the Packaging Industries.,Packaging Solutions,,,,,
Ohb Ltda.,+57 (1) 545-4360,ohb.ltda@etb.net.co,http://www.ohbltda.com,,Colombia,Packaging EquipmentProcessing Equipment,"Romaco, FrymaKoruma, Macofar, Freund-Vector, Etipak, Brecetti Angela, FMT, Hapa, Colimatic, Laetus, Ceia, , Kramer US",Av. El Dorado 85 D # 55-24,Dorado Plaza Local LE24,Bogota,DC,,Colombia,"David Duque, Technical Suport Engineer","We are a Colombian company with more than 21 years of experience in the representation, commercialization and distribution of machinery and equipment with advanced technology, quality and ease of use of worldwide recognized brands. We are present in the pharmaceutical, cosmetic, food and chemical industries.","Marketing and distribution of packaging machinery and equipment representation. Pharmaceutical/medical, Cosmetics And Food Industries","Tablets Dicers, Sachet F/f/s, Proocees Lines For Sauce Manufacturing, Dispertion-homogenization Equipmnets, Tableters, Dosification Systems",Yes,,ohb.ltda@etb.net.co,
"Okaya & co., ltd.",+81 (3) 5323-3812,innamit@okaya.co.jp,https://www.okaya.co.jp/en/index.html,,Japan,Packaging Equipment,"MEX okaya-TN, inc., international mold steel, inc. (USA), union autoparts manufacturing co., ltd., uam philippines, inc., siam steel service center public company limited","12F Shinjuku Park Tower, 3-7-1, Nishishinjuku",,Shinjuku-ku,Tokyo,163-1063,Japan,Takaaki Innami,"What we refer to as “history” is made up of an accumulation of present moments. OKAYA & CO., LTD. has been developed during the 350 years of its history, and during this time, our company has taken on the challenges of constantly changing eras. Thus, I believe that our company is the result of the initiatives that we have undertaken, and is the outcome of our unremitting efforts up to this point.","Iron, electronic, industrial materials, housing","iron and steel, chemical, electronic, machinery and tools, housing equipment, construction related items, food products",Yes,+81 (3) 5323-3813,innamit@okaya.co.jp,
Olman Handelmaatschappij B.V.,+31 (172) 424-100,olman@olman.nl,http://www.olman.nl,,Netherlands,Packaging Equipment,"Theegarten- Pactec, Comek, Swiss Can Machinery, Leary, Plexpack, Cusinato,",Postbus 84,,Alphen A/d Rijn,,2400 Ab,Netherlands,"Simon Olman, CEO","Olman, supplier of weighing and packaging machines of renowned brands for more than 50 years now. Guarantees quality machines that prove their reliability time and time again. We offer an excellent price/quality ratio and good, personal service.",,"Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service",Yes,,simon@olman.nl,
Om Gajanan Packaging,+9 (202) 683-6358,enquire@ogpteck.com,http://www.ogpteck.com,,India,Packaging Equipment,"Cypack, Atlanta, Mariani, Index 6, Tecmi, Jieh Hong Machinery, Corfill InternationL","Undri city center Office no- 115, Undri,",,Pune,Maharashtra,411060,India,"Vilas Bisne, Managing Director","Om Gajanan Packaging brings to India 25 yrs of international experience to provide the complete and intelligent packaging solutions for end of the line packaging equipment and liquid filling lines.Starting in early 2006, Om Gajanan has achieved a distinction of the introduction of carry handles in India and supply of quality liquid filling lines","Food, Packaged Products, Healthcare","Om Gajanan Packaging Provides The Complete Packaging Solutions For End Of The Line Packaging Equipment And Liquid Filling Lines. Over The Years It Has Sold More Than 600 Units Worldwide With A Focus On Far East Including Multi-pack Shrink Machines For The Beverage & Fmcg Industry (especially Printed Film Applications For Cans, Pet Bottles And Other Rigid Products As Well); Half Tray Packing, Case Packers ( Both Wrap Around And Pick& Place Systems), Palletizers And Depalletisers; Complete Liquid Filling Lines (juices, Mineral Water, Wines In Pet Bottles, Glass Bottles And Cans); Complete Lines For Breweries; Promotional Packing L Type Sealers; Fully Automatic Machines; And Fast Speed Side Sealing Machines As Well.",Yes,91-20-40096661,,+91 (98) 6066-9600
Omark Worldwide (S) Pte Ltd,+65 6543-9712,stickysolution@omark.com.sg,http://omark.com.sg/,,Singapore,Packaging Materials,"Kramo,","No.15 Upper Changi Road North St 1 #01-23, I-LOFTS@Changi",,,,498765,Singapore,"Kae Uei Ong, Marketing Executive","Omark Worldwide is a renowned manufacturer with over 40 years of experience in the business of customized adhesive tapes, packaging materials, plastic bags and paper products. We currently distribute and supply our premium performance solutions to diverse industries, working closely with our distributors and wholesalers worldwide.","Stationery, Signcrafts, Construction, Logistics, Manufacturing","Rewinder, Slitter, Slicer, Coating Machine.",Yes,+65 6543-9714,kaeuei@omark.com.sg,
"Omega Cz, Spol. S R.O.",+420 (281) 021-420,omega@omega-bakery.com,http://www.omega-bakery.com,,CzechiaSlovakia,Processing Equipment,"Atrepan, Artezen, Aristarco, Bakery Machine, Baktec, Bakon, Dedy, Daub D Backery, , easymac, Glimek, Hasborg, , Ipeka, Jeros, Kalemeijer, Kemplex, Konig, LP Group, MHS, pietroberto, W Rihele, Z tik",Nachodska 2552,,Praha,,193 00,Czechia,"Igor Macasek, Company Director","Omega CZ spol. s r.o. offers quality services in the field of supplies of machines, equipment, raw materials and complete service for bakery and confectionery operations.",Processing Machinery & Related Supplies/service,Bakery lines including packaging machinery,Yes,+420 (281) 021-450,igor.macasek@omega-bakery.com,+420 731 614 700
OMG Denge,+90 (542) 652-0367,info@omg.gen.tr,http://www.omg.gen.tr,,Turkey,Packaging EquipmentProcessing Equipment,"Isimat , Decosystem , TES Sp., Reyman",Mimar Sinan Mah. 1357. Sok. No:1 Da:11,,Alsancak,İzmir,35220,Turkey,"Gokhan Ozturk, General Manager","With over 15 years of experience, OMG offers international processing and packaging machinery solutions in Turkey and Turkish machines and consumables for the beverage industry in various international markets.",,,Yes,+90 (232) 407-9575,go@omg.gen.tr,+90 (542) 652-0367
Onare Endustriyel Ambalajlama Ve Gida San. Tic. Ltd. Sti.,+90 (212) 282-5434,info@onare.com,http://www.onare.com,https://www.youtube.com/user/OnareCom/videos,Turkey,Packaging Equipment,"Ergopack, Itipack , SMB, Straex, Columbia, Area, Hancooc, Teknika, Area",Seyrantepe Mah. Gulizar Sok. No: 16/B,,KaĞıthane,İstanbul,34418,Turkey,"Mr. Mustafa Öner, General Manager","Onare® Industrial Packaging""; we serve in the areas of strapping machines, packaging circles and industrial anti-damage consumables.Our aim: To ensure that your company receives the necessary protection measures for the delivery of your goods to your customers without damage, especially during the shipment of parceled and pallet goods.""Onare® Team""teams up with your company's loading units to identify the most suitable packaging product that should be used for the delivery of your products to the customer without damage. Onare®; It is a bridge between the world's largest manufacturers and Turkish Industry regarding strapping machines and all plastic circles.",Petroleum,,Yes,+90 (212) 279-6595,mustafa@onare.com.tr,+90 (530) 403-9595
Ono Corporation,+81 (4) 3675-2800,info@ono-corp.co.jp,http://www.ono-corp.co.jp,,Japan,Packaging Equipment,Webomatic,1-10-5 Chiharadainishi,,Ichihara-shi,Chiba,290-0143,Japan,Susumu Ono,"Established in 1964, vacuum packaging machine, food, ham and sausage processing machines, import and sale of plant",,Vacuum Packaging Machinery,Yes,+81 (4) 3675-2600,info@ono-corp.co.jp,
Opessi Stefano Srl,+39 (02) 2395-1349,info@opessi.it,http://www.opessi.it,,Italy,Packaging EquipmentSystems Integrator,"Sollich, Chocotech, Handburg Dresdner, Macintyre, Bauermeister, Wds, Dumoulin, BVT, Vacuum, Theegarten, Comek, Houdijk, Livetech, CEDA, HDG, Hildebrand, Hebenstreit,Vormenfabriek, Stephan, Treiber Trays, Nuova Euromec, Fea, Fourpack","Via Sansovino, 4",,Milan,MI,20133,Italy,"Stefano Opessi, Administration","Opessi Stefano Srl industrial representatives was born from the experience in the field of production and packaging machines for the confectionery, chocolate and food industry in general by Stefano Opessi, doctor in food technology sciences, assisted by Giuseppe Toscano, engineer with consolidated experience in the field of industrial plants and steel processing.The innovative spirit that distinguishes us pushes us to look for a new way of proposing plants for food production and packaging, innovative and reliable in sectors where competition makes it increasingly difficult to excel.",,Packaging machines for food production and Packaging Machinery & Related Supplies/service,Yes,+39 (02) 2395-1395,Stefano.opessi@opessi.it,
Opti-Pack,+31 (0)70 321-0031,info@optipack.nl,http://www.optipack.nl,,Netherlands,Packaging Equipment,"Accraply, Italpack Srl, Strema Srl, Comipak Engineering Srl,",Postbus 43245,,Den Haag,,2504 Ae,Netherlands,Eric Treffers,"We are a supplier of packaging machines and packaging materials and are active in various branches of the industry, including the food and pharmaceutical industries.OPTI-PACK supplies a wide range of packaging machines and associated materials.In addition, we also devise new packaging possibilities in collaboration with our clients.Where necessary, we guide our customer from the concept to the actual end result. Because we supply both the machines and the packaging materials, we can offer our customers a ""full service"" package.",Packaging Machinery & Related Supplies/service,"Filling And Selaing Machines, Checkweighing Machines, Shrink Wrap Machines, Sleeve Machines, Twist Tie Machines, Closing Machines, Scales And Packaging Materials.",Yes,,eric.treffers@optipack.nl,
Orbit Equipments Private Limited,+91 (40) 2774-5222,info@orbitequipments.com,http://www.orbitequipments.com,,BahrainBangladeshIndiaIndonesiaKuwaitNepalOmanPhilippinesSaudi ArabiaSri LankaThailandUnited Arab Emirates,Packaging EquipmentSystems Integrator,"Preo Srl, Italy (hot Melt Systems); Bocedi Srl, Italy (shrink And Stretch Hood Machines); Hangzhou Youngsun, China ( Case erector, Case Sealer, Case packer, Palletiser, VFFS, Labelling, Cartoning, Banding & Robotic Applications)","Survey. No.23/24, Gundlapo champally Medchal Mandal",RR District,Hyderabad,Telangana,501401,India,"T.K. Kothandaraman, Managing Director","Manufacturers of packaging machinery like case erectors, case packers, case sealers & Palletisers.System integrator for end of the line packaging systems and ware housing.","Edible Oil, Lube Oil, Food, Beverages, Soaps & Detergents","Established In The Year 1993, Orbit Equipment Pvt. Ltd. Started Manufacturing Material Handling Systems. It Diversified Its Activities Into Packaging Machine Design, Development And Manufacturing In 1994.  The Packaging Machines Range Includes Carton Sealing Machines, Case Packers, Case Erectors, Tray Formers, Pick And Place Systems And Customized End Of The Line Packaging Solutions. Orbit Has Been Conferred With The Pacmachine ’98 Award By The Indian Institute Of Packaging – The Highest Recognition For Excellence In Packaging Machinery Design And Development In India For Indigenously Developed Case Packer In The Year 1998. It Is A Leading System Integrators In India, Importing Machinery And Components From Various Countries For Building Complete Processing And Packaging Systems. Orbit Has Established A Wide Marketing And Sales Network Across India And In View Of The Increasing Demands In The Field Of Secondary Packaging, Orbit Has Tied Up With Various Companies Abroad For Promoting Their Range Of Machines In India.",Yes,+91 (40) 2774-5222,raman@orbitequipments.com,+91 (98) 6615-5840
Orbital Food Machinery,+44 (0) 1284-725-255,sales@orbitalfoods.com,http://www.orbitalfoods.com,,United Kingdom,Packaging Equipment,"Cotlever, Steriflow, GEA, Weber,",Chapel Pond Hill,Bury St Edmunds,Suffolk,,IP32 7HT,United Kingdom,"Tony Tounsend, Director","Orbital Food Machinery Are Europe's Leading Supplier Of Quality Nearly New And Used Food Processing And Packaging Machinery From All Leading Manufacturers Around The Globe. Equipment Consist Of Primary, Secondary Processing Through To Packaging And End Of Line.",Packaging Machinery & Related Supplies/service,"Food Processing And Packaging Machinery, Equipment Consist Of Primary, Secondary Processing Through To Packaging And End Of Line.",,,,
"ORIHIRO Co., Ltd.",+81 (2) 7353-5611,kikai@orihiro.com,http://www.orihiro.com/english/,,Japan,Packaging Equipment,"Onpack, etc. , Sealed Air, Cryova",1886 Watanukimachi,,Takasaki,Gunma,370-1207,Japan,Hisanaga Nakano,"Orihiro has been involved in packaging machinery business for decades, mainly for foods but also for other products, and in health food business that supports the healthy living of all people. We have consistently taken on the challenge of developing our business into new fields. Our sophisticated technological environment that we have built through tireless daily work is capable of handling diverse needs in any direction, and we provide strong support for the corporate activities of our clients as well as contribute to society as a frontrunner that drives technological innovation in the packaging machinery and food industries.","Food, Beverage, cosmetics, Foods with functional claims, Food machinery","Aseptic filling system, T-pouch Series, Chilled packaging, Srand up pouch, Pillow pouch, Solid and 2 parts fill, 4 sides seal pouch, Automic film mspicer",Yes,+81 (2) 7353-5614,kikai@orihiro.com,
OTK Group,+420 (321) 759 -111,otk@otk.cz,http://www.otk.cz/,,BelgiumFranceGermanyHungaryItalyNetherlandsPolandPortugalRussiaSpainUkraine,Packaging Equipment,"KAMA GmbH, SANWA MACHINERY LTD., STOCK MASCHINENBAU GmbH, DURAN MACHINERY Ltd, Theisen&Bonitz, DGM, Perfecta, Kriffner&Zipsner, KOHMANN GmbH",Plynárenská 233,,Kolín,,280 02,Czechia,Pavel Sehnal,"Exactly 140 years ago, i.e. 9 December 1879, J. F. Gregor was granted a ""concession to operate a printing trade"" &nbsp;, and thus began to write the history of Cologne printers - from ""Bayerka"" to the national enterprise of The Commercial Printers Kolín to today's OTK GROUP, a.s.Flexible wrappings, graphic and self-adhesive labels, shrink sleeves and IML labels.","Die-cutting, slitting-rewinding and finishing","Hot stamping foils, lamination foils, termal transfer printers, barcode scanners and technology, double-sided adhesive tapes / OLP",Yes,+420 (321) 722 -479,obchod@otk.cz,
"P.A.P. Services, Ltd.",+44 (0) 208-420-7698,ben@papservices.com,http://www.papservices.com,,United Kingdom,Packaging Equipment,"Iwt Techniplast, Euroetik, Farmores, Pharma Packaging Systems, Cariba , Lp Packaging, Aseptic Technologies, Bonfiglioli Engineering ( Tasi Group), Tien Tuan, Spc Limited, Tecninox","4, Laurimel Close","September Way, Stanmore",Middlesex,,HA7 2SU,United Kingdom,Ben Menhadji,"Established In 2002 And Now With Personnel Who Bring Together A Total Of More Than 50 Years Experience And Expertise In The Supply And After Sales Service To Primarily The Pharmaceutical, Healthcare And Food Industries.",Packaging Machinery & Related Supplies/service,Supply And After Sales Service,Yes,,ben@papservices.com,
P.H.P. ICC Neskor Sp. z o.o.,+48 (22) 723 7494,neskor@neskor.pl,http://www.neskor.pl,,ChinaFranceGermanyItalyJapanMalaysiaNetherlandsPolandSpain,Packaging Equipment,"Robopac S.A., Muroll",Domaniewska 44,,Warsaw,,02-672,Poland,Radoslaw Gabriel Sędrowicz,The company's success began with the establishment of cooperation in 1990 with the Austrian manufacturer of self-adhesive tapes - the company Müroll GmbH. This decision focused the company's strategy on providing services to entities in need of the highest quality packaging materials.,"Paper/printing, Pharmaceutical/medical, Textiles/apparel, Fruit/vegetable, Meat/poultry/seafood, Crafts, Petroleum","Wrapping Machines, Self-adhesive Tapes, Working Clothes.",Yes,+48 (22) 877-1991,neskor@neskor.pl,
Pack Way Corporation,+886 (4) 2359-1858,packway07@packway.com,http://www.packway.com,,Taiwan,Packaging Equipment,"Titan Umreifungstechnik, Romeo Maestri & Figli S.p.a","No. 56, 35th Road,",Taichung Industrial Park,Xitun District,Taichung City,407,Taiwan,Tony Lai,"PACKWAY is a professional manufacturer of automatic packaging machines in Taiwan. Founded in 1979, PACKWAY always insists on the management philosophy, “Dedicated PACKWAY, Refined & Innovative”. Over the past 40 years, PACKWAY has been dedicated to packaging design, manufacturing, marketing, and OEM. Emphasizing “Made in Taiwan: Quality Assurance”, PACKWAY provides the best solution for different industry fields, successfully gaining their trusts and supports.",Soap/household Chemical,"Automatic Strapping Machine, Stretch Wrapping Machines And Automatic Packaging Systems",Yes,+886 (4) 2359-7489,,
